"ip","timezone","file_name","status_code","object_size","origin","user_agent","date","time"
"89.79.41.87",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2227.jpg",200,"118456","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:22.0) Gecko/20100101 Firefox/22.0","01aug2013","5:57:57 PM"
"91.212.185.194",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/6_Oracle_Big_Data_Forum_in_Belgium_files/droppedImage_6.jpg",200,"47803","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/6_Oracle_Big_Data_Forum_in_Belgium.html","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:22.0) Gecko/20100101 Firefox/22.0","12jul2013","8:43:58 AM"
"84.193.132.70",200,"/images/sprieten_s.gif",200,"3772","http://www.mastat.ugent.be/index.php?page=enroll","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)","20aug2013","12:21:04 PM"
"85.114.142.245",200,"/dataaugm.htm",200,"9379","-","findlinks/2.6 (+http://wortschatz.uni-leipzig.de/findlinks/)","30jun2013","1:52:26 AM"
"157.193.73.33",200,"/alumni/index.php?page=events&id=291",200,"2244","http://www.mastat.ugent.be/alumni/index.php?page=events","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17","04jul2013","4:35:48 PM"
"78.56.135.127",200,"/images/plus.gif",200,"350","http://www.mma.ugent.be/","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36","29jun2013","12:11:10 PM"
"78.22.107.64",200,"/predictive_analytics/customer_intelligence/Scripts/Widgets/YouTube/localizedStrings.js",200,"587","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2011/10/5_DMA_2011_Conference_in_Boston,_MA.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.58.2 (KHTML, like Gecko) Version/5.1.8 Safari/534.58.2","26jun2013","9:09:54 PM"
"217.206.226.67",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/DSC_3763.jpg",304,"188","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","23aug2013","7:28:49 PM"
"109.133.70.108",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/1_MScMA_UGent_SSZ_Final_Project_Presentation_files/DSC_0861.jpg",200,"124657","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/1_MScMA_UGent_SSZ_Final_Project_Presentation.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36","12aug2013","4:10:57 PM"
"178.196.231.97",200,"/favicon.ico",404,"506","-","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36","06jul2013","9:49:00 PM"
"78.22.101.81",200,"/predictive_analytics/customer_intelligence/Scripts/Widgets/BlogSummary/BlogSummary.css",200,"451","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Archive.html","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)","26jun2013","6:10:53 PM"
"78.22.86.248",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2011/10/5_DMA_2011_Conference_in_Boston,_MA_files/DSC_4387.jpg",200,"66021","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2011/10/5_DMA_2011_Conference_in_Boston,_MA.html","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)","26jun2013","2:46:51 PM"
"216.239.45.81",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/DSC_3620.jpg",200,"26238","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","23aug2013","5:10:03 AM"
"72.46.135.121",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/DSC_3476.jpg",200,"42364","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36","23aug2013","12:50:22 PM"
"82.166.62.162",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2098.jpg",200,"91463","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36","04aug2013","9:40:41 AM"
"91.179.73.226",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/6/27_Social_Media_Masters_Theses_of_Business_Engineering_files/DSC_0745.jpg",200,"70574","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/6/27_Social_Media_Masters_Theses_of_Business_Engineering.html","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","08aug2013","11:18:38 PM"
"83.10.105.107",200,"/predictive_analytics/customer_intelligence/feed.xml",304,"187","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/1_MScMA_UGent_SSZ_Final_Project_Presentation.html","Mozilla/5.0 (Windows NT 6.0; rv:21.0) Gecko/20100101 Firefox/21.0","03jul2013","12:00:28 AM"
"87.65.94.164",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2011/10/5_DMA_2011_Conference_in_Boston,_MA_files/DSC_4388.jpg",200,"107238","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2011/10/5_DMA_2011_Conference_in_Boston,_MA.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36","28jun2013","3:48:01 PM"
"76.14.42.221",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2172.jpg",200,"65506","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329 Twitter for iPhone","01aug2013","7:53:02 PM"
"106.66.50.130",200,"/images/containerbg2.png",200,"494","http://www.datamining.ugent.be/","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36","26jul2013","8:12:54 PM"
"87.66.184.219",200,"/ME_graphic.jpg",200,"80559","http://www.me.ugent.be/","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.12 (KHTML, like Gecko) Maxthon/3.0 Chrome/18.0.966.0 Safari/535.12","13aug2013","12:31:38 AM"
"66.249.72.115",200,"/robots.txt",404,"506","-","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","16aug2013","7:24:44 AM"
"83.134.230.213",200,"/css/reset.css",200,"833","http://www.bigdata.ugent.be/","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko/20100101 Firefox/11.0","06jul2013","7:02:54 PM"
"98.221.153.176",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/DSC_3687.jpg",200,"50437","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Mobile/9B179 Twitter for iPhone","22aug2013","11:34:36 PM"
"117.254.221.198",200,"/css/specific.css",200,"1397","http://www.mma.ugent.be/","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36","15jul2013","4:15:07 PM"
"176.31.205.227",200,"/mma.pdf",200,"1679860","http://www.mma.ugent.be/","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0","03aug2013","8:22:54 PM"
"14.139.82.6",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/IMG_1811.jpg",200,"73045","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.63 Safari/537.36","22aug2013","1:39:04 PM"
"182.74.31.70",200,"/NilanjanaRoy.jpg",200,"18722","http://www.mma.ugent.be/Graduates.htm","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","05aug2013","4:38:43 PM"
"157.193.219.162",200,"/predictive_analytics/customer_intelligence/Scripts/Widgets/Navbar/navbar.js",200,"2561","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","02aug2013","1:51:41 PM"
"87.64.232.34",200,"/predictive_analytics/customer_intelligence/About_Me_files/About_MeIE.css",200,"576","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/About_Me.html","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)","28jun2013","3:05:25 PM"
"208.54.32.152",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2277.jpg",200,"87867","http://plus.url.google.com/mobileapp","Mozilla/5.0 (Linux; Android 4.2.2; Galaxy Nexus Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.94 Mobile Safari/537.36","02aug2013","2:41:09 AM"
"94.225.207.79",200,"/css/print.css",200,"1151","http://www.predictiveanalytics.ugent.be/","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36","22jul2013","9:20:14 PM"
"78.22.177.38",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/6/21_Hybrid_Ensemble_Classification_With_Optimization_Business_Case_at_HIR_ME.html",200,"3306","https://www.facebook.com/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36","21jun2013","10:51:19 PM"
"223.255.225.75",200,"/",200,"4316","http://www.google.com/url?sa=t&rct=j&q=master%20thesis%20customer%20relationship%20management%202013.pdf&source=web&cd=24&ved=0CC8QFjADOBQ&url=http%3A%2F%2Fwww.mma.ugent.be%2F&ei=eOryUbq8GYnSrQfYuICIBQ&usg=AFQjCNGlVEndBQ2oy_AO6Fe-9_yBUgQVig","Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25","26jul2013","11:31:02 PM"
"157.193.1.231",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2010/10/14_DMEF_DMA_2010_in_San_Francisco_files/DSC_2698.jpg",200,"70725","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2010/10/14_DMEF_DMA_2010_in_San_Francisco.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36","28jun2013","2:37:48 PM"
"107.222.237.187",200,"/predictive_analytics/customer_intelligence/Blog/blog-main.xml",200,"11196","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Blog.html","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36","30jul2013","11:38:27 PM"
"66.249.75.69",200,"/predictive_analytics/customer_intelligence/Blog/blog-main.xml",200,"11599","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Blog.html","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","05aug2013","4:12:42 AM"
"122.197.229.52",200,"/images/siteid.jpg",200,"9730","http://www.crm.ugent.be/","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36","03aug2013","4:01:04 PM"
"2.224.224.42",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2343.jpg",200,"69901","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (iPad; CPU OS 6_1_2 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B146 Safari/8536.25","02aug2013","5:59:34 PM"
"210.73.3.174",200,"/predictive_analytics/customer_intelligence/Blog/Blog_files/RSS_white.png",200,"2205","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Blog.html","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)","10aug2013","7:08:39 AM"
"95.97.130.214",200,"/images/siteid.jpg",404,"512","http://www.mastat.ugent.be/index.php?page=program","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; NP06)","01jul2013","11:38:39 PM"
"212.76.225.187",200,"/alumni/images/square.gif",304,"187","http://www.mastat.ugent.be/alumni/index.php?page=members","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)","13aug2013","1:53:20 PM"
"77.49.117.210",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/DSC_3732.jpg",200,"88292","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0","23aug2013","11:12:21 PM"
"66.249.72.69",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2012/8/10_Top_Management_Training_CRM_at_FEB_UGent_files/DSC_3481.jpg",200,"28881","-","Googlebot-Image/1.0","12aug2013","7:41:51 PM"
"178.144.255.62",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/6/27_Social_Media_Masters_Theses_of_Business_Engineering_files/27_Social_Media_Masters_Theses_of_Business_Engineering.css",200,"1147","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/6/27_Social_Media_Masters_Theses_of_Business_Engineering.html","Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329 [FBAN/FBIOS;FBAV/6.2;FBBV/228172;FBDV/iPhone4,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/6.1.3;FBSS/2; FBCR/Carrier;FBID/phone;FBLC/en_US;FBOP/1]","28jun2013","11:24:24 AM"
"77.233.225.115",200,"/Graduates",404,"448","-","Mozilla/5.0 (compatible; Abonti/0.91 - http://www.abonti.com)","02jul2013","11:34:33 AM"
"200.34.166.10",200,"/images/sprieten_s.gif",200,"3772","http://www.mastat.ugent.be/","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36","18jul2013","7:25:44 PM"
"166.230.241.184",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.js",200,"978","http://plus.url.google.com/mobileapp","Mozilla/5.0 (Linux; Android 4.3; Galaxy Nexus Build/JWR66V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.94 Mobile Safari/537.36","01aug2013","5:44:03 PM"
"50.53.71.109",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2459.jpg",200,"22331","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","02aug2013","2:19:49 AM"
"134.184.27.1",200,"/",200,"10429","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Blog.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11","04jul2013","11:51:04 AM"
"149.254.182.17",200,"/images/siteid.jpg",200,"9730","http://www.mma.ugent.be/","Mozilla/5.0 (BB10; Touch) AppleWebKit/537.10+ (KHTML, like Gecko) Version/10.1.0.2354 Mobile Safari/537.10+","21jul2013","11:48:06 AM"
"91.177.121.63",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2012/4/10_Kick-off_Meeting_of_Analytical_CRM_Modeling_Project_at_Natuurpunt_vzw.html",200,"3309","http://www.mma.ugent.be/Projects.htm","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; nl-nl) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27","28jun2013","3:11:35 PM"
"84.196.120.254",200,"/favicon.ico",404,"506","-","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)","27jun2013","4:37:05 PM"
"108.51.44.105",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2321.jpg",200,"30694","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36","01aug2013","4:58:26 PM"
"81.11.181.212",200,"/predictive_analytics/customer_intelligence/Scripts/Widgets/Navbar/navbar.js",200,"2561","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Blog.html","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0","23jun2013","2:37:30 AM"
"78.23.255.188",200,"/images/facetbg.png",200,"470","http://www.crm.ugent.be/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36","21jun2013","3:48:08 PM"
"82.26.2.118",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/IMG_1740.jpg",200,"69933","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:22.0) Gecko/20100101 Firefox/22.0","22aug2013","2:24:51 PM"
"81.164.242.44",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/1_MScMA_UGent_SSZ_Final_Project_Presentation_files/DSC_0861.jpg",200,"124658","-","LinkedIn/6.0.3 CFNetwork/609.1.4 Darwin/13.0.0","03jul2013","9:07:07 PM"
"109.130.142.143",200,"/mma.pdf",206,"33127","http://www.mma.ugent.be/mma.pdf","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","11aug2013","2:59:24 AM"
"65.55.215.56",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2012/7/2_Marketing_Science_2012_Conference_in_Boston_files/shapeimage_1.jpg",200,"1109","-","msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)","23aug2013","8:45:09 PM"
"198.228.201.176",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/IMG_1841.jpg",200,"41358","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch; NOKIA; Lumia 920)","22aug2013","2:42:09 PM"
"54.224.223.65",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2012/7/27_SRII_Global_Conference_2012_in_San_Jose,_CA_files/DSC_2611.jpg",200,"30578","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2012/7/27_SRII_Global_Conference_2012_in_San_Jose,_CA.html","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.2) Gecko/20100115 Firefox/3.6 (FlipboardProxy/0.0.5; +http://flipboard.com/browserproxy)","21jun2013","11:21:58 PM"
"213.49.104.108",200,"/predictive_analytics/customer_intelligence/Blog/Media/object001_1.jpg",200,"45365","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Blog.html","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)","25jul2013","11:37:58 AM"
"157.193.6.247",200,"/images/sprieten_s.gif",304,"188","http://www.datamining.ugent.be/css/specific.css","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:21.0) Gecko/20100101 Firefox/21.0","20jun2013","9:00:09 PM"
"81.82.205.7",200,"/predictive_analytics/customer_intelligence/Blog/Archive_files/shapeimage_1.jpg",200,"1146","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Archive.html","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36","02jul2013","9:36:39 AM"
"66.249.78.156",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2011/11/25_DDK_2011_in_Kassel,_Germany_files/IMG_0886.jpg",304,"189","-","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","18jul2013","4:38:34 AM"
"78.21.130.146",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2011/11/8_SAS_Certification_Exam_at_Ghent_University_files/8_SAS_Certification_Exam_at_Ghent_University.css",200,"1144","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2011/11/8_SAS_Certification_Exam_at_Ghent_University.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36","27jun2013","11:13:19 PM"
"78.23.219.95",200,"/predictive_analytics/customer_intelligence/Scripts/Widgets/Navbar/navbar.js",200,"2561","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2010/10/14_DMEF_DMA_2010_in_San_Francisco.html","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)","28jun2013","10:17:01 PM"
"80.137.72.161",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1_files/DSC_3693.jpg",200,"32653","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/8/15_Entry_1.html","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","23aug2013","10:30:37 AM"
"178.117.178.204",200,"/predictive_analytics/customer_intelligence/Scripts/iWebBlog.js",200,"4424","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2011/8/18_Executive_Course_for_Top_Managers_of_Indian_Banks_at_UGent.html","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; CMDTDF; .NET4.0C)","13aug2013","1:26:44 PM"
"87.181.4.168",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2012/8/3_GfKl_2012_Classification_Conference_in_Hildesheim_%28Germany%29_files/DSC_3094.jpg",200,"80449","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2012/8/3_GfKl_2012_Classification_Conference_in_Hildesheim_(Germany).html","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36","17aug2013","5:55:49 PM"
"193.9.13.133",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/6_Oracle_Big_Data_Forum_in_Belgium_files/droppedImage_7.jpg",200,"62156","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/6_Oracle_Big_Data_Forum_in_Belgium.html","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:10.0.11) Gecko/20100101 Firefox/10.0.11","22jul2013","12:28:33 PM"
"66.249.78.236",200,"/",200,"3134","-","Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_1 like Mac OS X; en-us) AppleWebKit/532.9 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.22.7 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)","07aug2013","6:10:18 PM"
"157.56.93.73",200,"/",200,"5230","-","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)","23aug2013","10:35:31 PM"
"118.244.163.157",200,"/index.php?page=schedules",200,"4748","-","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)","01jul2013","6:59:33 PM"
"67.160.196.149",200,"/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR_files/DSC_2367.jpg",200,"36881","http://www.mma.ugent.be/predictive_analytics/customer_intelligence/Blog/Entries/2013/7/26_Open_Source,_Big_Data_and_more_at_OSCON_in_Portland,_OR.html","Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10A523","01aug2013","6:20:49 PM"
